n_diff	tot_bins	prop_diff	index_cell	comp_cell
2145	6168	0.3477626459143969	AT23998-A138956A-R10-C21	AT23998-A138956A-R11-C09
5265	6184	0.8513906856403622	AT23998-A138956A-R10-C21	AT23998-A138956A-R11-C39
2417	6168	0.39186121919584954	AT23998-A138956A-R10-C21	AT23998-A138956A-R12-C48
2347	6142	0.3821230869423641	AT23998-A138956A-R10-C21	AT23998-A138956A-R12-C49
1960	6133	0.31958258601010925	AT23998-A138956A-R10-C21	AT23998-A138956A-R13-C25
2083	6171	0.33754658888348726	AT23998-A138956A-R10-C21	AT23998-A138956A-R13-C37
5085	6105	0.8329238329238329	AT23998-A138956A-R10-C21	AT23998-A138956A-R13-C52
2318	6110	0.37937806873977087	AT23998-A138956A-R10-C21	AT23998-A138956A-R14-C12
4212	6181	0.681443132179259	AT23998-A138956A-R10-C21	AT23998-A138956A-R14-C30
2074	6179	0.33565301828774885	AT23998-A138956A-R10-C21	AT23998-A138956A-R14-C38
1956	6158	0.3176355959727184	AT23998-A138956A-R10-C21	AT23998-A138956A-R14-C57
1918	6147	0.31202212461363266	AT23998-A138956A-R10-C21	AT23998-A138956A-R14-C65
2661	6143	0.4331759726517988	AT23998-A138956A-R10-C21	AT23998-A138956A-R15-C09
2250	6160	0.3652597402597403	AT23998-A138956A-R10-C21	AT23998-A138956A-R15-C10
5201	6176	0.842130829015544	AT23998-A138956A-R10-C21	AT23998-A138956A-R15-C39
1920	6156	0.31189083820662766	AT23998-A138956A-R10-C21	AT23998-A138956A-R16-C13
1698	6150	0.2760975609756098	AT23998-A138956A-R10-C27	AT23998-A138956A-R10-C33
1485	6165	0.24087591240875914	AT23998-A138956A-R10-C27	AT23998-A138956A-R10-C51
2050	6151	0.3332791416029914	AT23998-A138956A-R10-C27	AT23998-A138956A-R11-C09
5220	6175	0.8453441295546559	AT23998-A138956A-R10-C27	AT23998-A138956A-R11-C39
1426	6149	0.23190762725646447	AT23998-A138956A-R10-C27	AT23998-A138956A-R12-C48
2049	6131	0.33420322948947967	AT23998-A138956A-R10-C27	AT23998-A138956A-R12-C49
1669	6146	0.27155873739017244	AT23998-A138956A-R10-C27	AT23998-A138956A-R13-C25
1898	6162	0.3080168776371308	AT23998-A138956A-R10-C27	AT23998-A138956A-R13-C37
5039	6130	0.8220228384991843	AT23998-A138956A-R10-C27	AT23998-A138956A-R13-C52
2007	6135	0.32713936430317847	AT23998-A138956A-R10-C27	AT23998-A138956A-R14-C12
3695	6184	0.597509702457956	AT23998-A138956A-R10-C27	AT23998-A138956A-R14-C30
2129	6171	0.34500081024145196	AT23998-A138956A-R10-C27	AT23998-A138956A-R14-C38
1815	6175	0.29392712550607286	AT23998-A138956A-R10-C27	AT23998-A138956A-R14-C57
1548	6133	0.2524050220120659	AT23998-A138956A-R10-C27	AT23998-A138956A-R14-C65
1554	6149	0.25272402016588064	AT23998-A138956A-R10-C27	AT23998-A138956A-R15-C09
2120	6139	0.34533311614269424	AT23998-A138956A-R10-C27	AT23998-A138956A-R15-C10
5018	6179	0.812105518692345	AT23998-A138956A-R10-C27	AT23998-A138956A-R15-C39
1805	6159	0.293067056340315	AT23998-A138956A-R10-C27	AT23998-A138956A-R16-C13
1651	6163	0.26788901509005353	AT23998-A138956A-R10-C33	AT23998-A138956A-R10-C51
2037	6155	0.33095044679122665	AT23998-A138956A-R10-C33	AT23998-A138956A-R11-C09
5407	6200	0.8720967741935484	AT23998-A138956A-R10-C33	AT23998-A138956A-R11-C39
1523	6165	0.2470397404703974	AT23998-A138956A-R10-C33	AT23998-A138956A-R12-C48
1950	6149	0.3171247357293869	AT23998-A138956A-R10-C33	AT23998-A138956A-R12-C49
1788	6145	0.29096826688364524	AT23998-A138956A-R10-C33	AT23998-A138956A-R13-C25
1592	6160	0.2584415584415584	AT23998-A138956A-R10-C33	AT23998-A138956A-R13-C37
5179	6126	0.8454129937969311	AT23998-A138956A-R10-C33	AT23998-A138956A-R13-C52
2367	6145	0.3851912123677787	AT23998-A138956A-R10-C33	AT23998-A138956A-R14-C12
3746	6165	0.6076236820762368	AT23998-A138956A-R10-C33	AT23998-A138956A-R14-C30
1956	6162	0.317429406037001	AT23998-A138956A-R10-C33	AT23998-A138956A-R14-C38
1589	6157	0.25808023388013646	AT23998-A138956A-R10-C33	AT23998-A138956A-R14-C57
1391	6136	0.2266949152542373	AT23998-A138956A-R10-C33	AT23998-A138956A-R14-C65
1184	6152	0.19245773732119636	AT23998-A138956A-R10-C33	AT23998-A138956A-R15-C09
2030	6166	0.3292247810574116	AT23998-A138956A-R10-C33	AT23998-A138956A-R15-C10
5215	6155	0.8472786352558895	AT23998-A138956A-R10-C33	AT23998-A138956A-R15-C39
1656	6163	0.2687003082914165	AT23998-A138956A-R10-C33	AT23998-A138956A-R16-C13
2046	6165	0.3318734793187348	AT23998-A138956A-R10-C51	AT23998-A138956A-R11-C09
5195	6188	0.8395281189398837	AT23998-A138956A-R10-C51	AT23998-A138956A-R11-C39
1722	6164	0.2793640493186243	AT23998-A138956A-R10-C51	AT23998-A138956A-R12-C48
1966	6146	0.31988285063455907	AT23998-A138956A-R10-C51	AT23998-A138956A-R12-C49
1800	6175	0.291497975708502	AT23998-A138956A-R10-C51	AT23998-A138956A-R13-C25
2066	6156	0.33560753736192334	AT23998-A138956A-R10-C51	AT23998-A138956A-R13-C37
5073	6134	0.8270296706879687	AT23998-A138956A-R10-C51	AT23998-A138956A-R13-C52
2102	6129	0.34295969978789365	AT23998-A138956A-R10-C51	AT23998-A138956A-R14-C12
3977	6193	0.6421766510576458	AT23998-A138956A-R10-C51	AT23998-A138956A-R14-C30
2127	6166	0.3449562114823224	AT23998-A138956A-R10-C51	AT23998-A138956A-R14-C38
1609	6164	0.2610317975340688	AT23998-A138956A-R10-C51	AT23998-A138956A-R14-C57
1533	6155	0.24906580016246954	AT23998-A138956A-R10-C51	AT23998-A138956A-R14-C65
1662	6148	0.27033181522446326	AT23998-A138956A-R10-C51	AT23998-A138956A-R15-C09
2176	6170	0.3526742301458671	AT23998-A138956A-R10-C51	AT23998-A138956A-R15-C10
5061	6174	0.8197278911564626	AT23998-A138956A-R10-C51	AT23998-A138956A-R15-C39
1633	6155	0.2653127538586515	AT23998-A138956A-R10-C51	AT23998-A138956A-R16-C13
5140	6168	0.8333333333333334	AT23998-A138956A-R11-C09	AT23998-A138956A-R11-C39
1657	6183	0.26799288371340774	AT23998-A138956A-R11-C09	AT23998-A138956A-R12-C48
1720	6150	0.27967479674796747	AT23998-A138956A-R11-C09	AT23998-A138956A-R12-C49
1385	6153	0.22509345034942305	AT23998-A138956A-R11-C09	AT23998-A138956A-R13-C25
1650	6160	0.26785714285714285	AT23998-A138956A-R11-C09	AT23998-A138956A-R13-C37
5070	6129	0.8272148800783162	AT23998-A138956A-R11-C09	AT23998-A138956A-R13-C52
1801	6139	0.2933702557419775	AT23998-A138956A-R11-C09	AT23998-A138956A-R14-C12
3890	6194	0.6280271230222796	AT23998-A138956A-R11-C09	AT23998-A138956A-R14-C30
1199	6145	0.1951179820992677	AT23998-A138956A-R11-C09	AT23998-A138956A-R14-C38
1072	6137	0.17467818152191625	AT23998-A138956A-R11-C09	AT23998-A138956A-R14-C57
1274	6104	0.20871559633027523	AT23998-A138956A-R11-C09	AT23998-A138956A-R14-C65
2109	6146	0.3431500162707452	AT23998-A138956A-R11-C09	AT23998-A138956A-R15-C09
1706	6145	0.2776240846216436	AT23998-A138956A-R11-C09	AT23998-A138956A-R15-C10
5303	6190	0.8567043618739903	AT23998-A138956A-R11-C09	AT23998-A138956A-R15-C39
1175	6129	0.1917115353238701	AT23998-A138956A-R11-C09	AT23998-A138956A-R16-C13
5266	6188	0.8510019392372333	AT23998-A138956A-R11-C39	AT23998-A138956A-R12-C48
5275	6177	0.8539744212400842	AT23998-A138956A-R11-C39	AT23998-A138956A-R12-C49
5173	6175	0.8377327935222673	AT23998-A138956A-R11-C39	AT23998-A138956A-R13-C25
5187	6175	0.84	AT23998-A138956A-R11-C39	AT23998-A138956A-R13-C37
4002	6026	0.6641221374045801	AT23998-A138956A-R11-C39	AT23998-A138956A-R13-C52
5263	6171	0.8528601523253929	AT23998-A138956A-R11-C39	AT23998-A138956A-R14-C12
5001	6187	0.8083077420397607	AT23998-A138956A-R11-C39	AT23998-A138956A-R14-C30
5119	6171	0.8295251985091557	AT23998-A138956A-R11-C39	AT23998-A138956A-R14-C38
5202	6173	0.8427020897456666	AT23998-A138956A-R11-C39	AT23998-A138956A-R14-C57
5190	6189	0.8385845855550169	AT23998-A138956A-R11-C39	AT23998-A138956A-R14-C65
5315	6187	0.8590593179246808	AT23998-A138956A-R11-C39	AT23998-A138956A-R15-C09
5111	6181	0.826888852936418	AT23998-A138956A-R11-C39	AT23998-A138956A-R15-C10
4216	6155	0.6849715678310316	AT23998-A138956A-R11-C39	AT23998-A138956A-R15-C39
5198	6184	0.8405562742561449	AT23998-A138956A-R11-C39	AT23998-A138956A-R16-C13
2072	6156	0.336582196231319	AT23998-A138956A-R12-C48	AT23998-A138956A-R12-C49
1729	6168	0.2803177691309987	AT23998-A138956A-R12-C48	AT23998-A138956A-R13-C25
1168	6190	0.18869143780290792	AT23998-A138956A-R12-C48	AT23998-A138956A-R13-C37
5282	6133	0.8612424588292842	AT23998-A138956A-R12-C48	AT23998-A138956A-R13-C52
2253	6141	0.36687835857352225	AT23998-A138956A-R12-C48	AT23998-A138956A-R14-C12
3787	6185	0.6122877930476961	AT23998-A138956A-R12-C48	AT23998-A138956A-R14-C30
1849	6164	0.2999675535366645	AT23998-A138956A-R12-C48	AT23998-A138956A-R14-C38
1549	6157	0.2515835634237453	AT23998-A138956A-R12-C48	AT23998-A138956A-R14-C57
1590	6159	0.25815879201169023	AT23998-A138956A-R12-C48	AT23998-A138956A-R14-C65
1116	6146	0.18158151643345266	AT23998-A138956A-R12-C48	AT23998-A138956A-R15-C09
2053	6161	0.3332251257912677	AT23998-A138956A-R12-C48	AT23998-A138956A-R15-C10
5207	6167	0.8443327387708772	AT23998-A138956A-R12-C48	AT23998-A138956A-R15-C39
1689	6166	0.27392150502757057	AT23998-A138956A-R12-C48	AT23998-A138956A-R16-C13
1383	6152	0.22480494148244473	AT23998-A138956A-R12-C49	AT23998-A138956A-R13-C25
2167	6135	0.3532192339038305	AT23998-A138956A-R12-C49	AT23998-A138956A-R13-C37
5128	6127	0.8369511996082911	AT23998-A138956A-R12-C49	AT23998-A138956A-R13-C52
1490	6110	0.24386252045826515	AT23998-A138956A-R12-C49	AT23998-A138956A-R14-C12
4361	6172	0.7065780946208684	AT23998-A138956A-R12-C49	AT23998-A138956A-R14-C30
1297	6133	0.21147888472199575	AT23998-A138956A-R12-C49	AT23998-A138956A-R14-C38
1138	6123	0.18585660623877184	AT23998-A138956A-R12-C49	AT23998-A138956A-R14-C57
1554	6115	0.2541291905151267	AT23998-A138956A-R12-C49	AT23998-A138956A-R14-C65
2136	6117	0.3491907797940167	AT23998-A138956A-R12-C49	AT23998-A138956A-R15-C09
1870	6153	0.3039167885584268	AT23998-A138956A-R12-C49	AT23998-A138956A-R15-C10
5545	6192	0.8955103359173127	AT23998-A138956A-R12-C49	AT23998-A138956A-R15-C39
1122	6135	0.18288508557457211	AT23998-A138956A-R12-C49	AT23998-A138956A-R16-C13
2073	6141	0.33756717147044457	AT23998-A138956A-R13-C25	AT23998-A138956A-R13-C37
4933	6098	0.8089537553296162	AT23998-A138956A-R13-C25	AT23998-A138956A-R13-C52
1577	6136	0.2570078226857888	AT23998-A138956A-R13-C25	AT23998-A138956A-R14-C12
3999	6172	0.6479261179520415	AT23998-A138956A-R13-C25	AT23998-A138956A-R14-C30
1395	6168	0.22616731517509728	AT23998-A138956A-R13-C25	AT23998-A138956A-R14-C38
894	6139	0.14562632350545693	AT23998-A138956A-R13-C25	AT23998-A138956A-R14-C57
1146	6126	0.18707149853085211	AT23998-A138956A-R13-C25	AT23998-A138956A-R14-C65
1901	6141	0.30955870379417033	AT23998-A138956A-R13-C25	AT23998-A138956A-R15-C09
1415	6145	0.23026851098454026	AT23998-A138956A-R13-C25	AT23998-A138956A-R15-C10
5115	6154	0.8311667208319792	AT23998-A138956A-R13-C25	AT23998-A138956A-R15-C39
996	6151	0.16192489026174606	AT23998-A138956A-R13-C25	AT23998-A138956A-R16-C13
5316	6135	0.8665036674816626	AT23998-A138956A-R13-C37	AT23998-A138956A-R13-C52
2303	6135	0.37538712306438465	AT23998-A138956A-R13-C37	AT23998-A138956A-R14-C12
3948	6165	0.6403892944038929	AT23998-A138956A-R13-C37	AT23998-A138956A-R14-C30
1883	6150	0.30617886178861786	AT23998-A138956A-R13-C37	AT23998-A138956A-R14-C38
1797	6153	0.29205265724037055	AT23998-A138956A-R13-C37	AT23998-A138956A-R14-C57
1685	6150	0.2739837398373984	AT23998-A138956A-R13-C37	AT23998-A138956A-R14-C65
1330	6142	0.21654184304786714	AT23998-A138956A-R13-C37	AT23998-A138956A-R15-C09
2101	6172	0.34040829552819185	AT23998-A138956A-R13-C37	AT23998-A138956A-R15-C10
5256	6175	0.8511740890688259	AT23998-A138956A-R13-C37	AT23998-A138956A-R15-C39
1826	6162	0.29633235962349885	AT23998-A138956A-R13-C37	AT23998-A138956A-R16-C13
5047	6113	0.8256175363978406	AT23998-A138956A-R13-C52	AT23998-A138956A-R14-C12
4769	6083	0.7839881637349991	AT23998-A138956A-R13-C52	AT23998-A138956A-R14-C30
5115	6124	0.8352384062704115	AT23998-A138956A-R13-C52	AT23998-A138956A-R14-C38
5002	6124	0.8167864141084259	AT23998-A138956A-R13-C52	AT23998-A138956A-R14-C57
5023	6115	0.8214227309893704	AT23998-A138956A-R13-C52	AT23998-A138956A-R14-C65
5374	6133	0.8762432740909832	AT23998-A138956A-R13-C52	AT23998-A138956A-R15-C09
5067	6117	0.8283472290338402	AT23998-A138956A-R13-C52	AT23998-A138956A-R15-C10
4432	6010	0.7374376039933445	AT23998-A138956A-R13-C52	AT23998-A138956A-R15-C39
5101	6120	0.8334967320261438	AT23998-A138956A-R13-C52	AT23998-A138956A-R16-C13
3985	6153	0.6476515520884122	AT23998-A138956A-R14-C12	AT23998-A138956A-R14-C30
1676	6142	0.2728752849234777	AT23998-A138956A-R14-C12	AT23998-A138956A-R14-C38
1575	6144	0.25634765625	AT23998-A138956A-R14-C12	AT23998-A138956A-R14-C57
1578	6101	0.25864612358629735	AT23998-A138956A-R14-C12	AT23998-A138956A-R14-C65
2421	6132	0.39481409001956946	AT23998-A138956A-R14-C12	AT23998-A138956A-R15-C09
1878	6148	0.30546519193233573	AT23998-A138956A-R14-C12	AT23998-A138956A-R15-C10
5269	6172	0.8536941023979261	AT23998-A138956A-R14-C12	AT23998-A138956A-R15-C39
1573	6116	0.25719424460431656	AT23998-A138956A-R14-C12	AT23998-A138956A-R16-C13
4019	6178	0.6505341534477177	AT23998-A138956A-R14-C30	AT23998-A138956A-R14-C38
3963	6187	0.6405366090189106	AT23998-A138956A-R14-C30	AT23998-A138956A-R14-C57
3817	6177	0.6179375101181803	AT23998-A138956A-R14-C30	AT23998-A138956A-R14-C65
3649	6181	0.5903575473224397	AT23998-A138956A-R14-C30	AT23998-A138956A-R15-C09
3932	6191	0.6351154902277499	AT23998-A138956A-R14-C30	AT23998-A138956A-R15-C10
4668	6179	0.7554620488752225	AT23998-A138956A-R14-C30	AT23998-A138956A-R15-C39
4093	6195	0.6606941081517352	AT23998-A138956A-R14-C30	AT23998-A138956A-R16-C13
1270	6133	0.2070764715473667	AT23998-A138956A-R14-C38	AT23998-A138956A-R14-C57
1244	6127	0.2030357434307165	AT23998-A138956A-R14-C38	AT23998-A138956A-R14-C65
2128	6145	0.3462978030919447	AT23998-A138956A-R14-C38	AT23998-A138956A-R15-C09
1671	6160	0.27126623376623377	AT23998-A138956A-R14-C38	AT23998-A138956A-R15-C10
5373	6182	0.8691362018764154	AT23998-A138956A-R14-C38	AT23998-A138956A-R15-C39
1214	6151	0.19736628190538125	AT23998-A138956A-R14-C38	AT23998-A138956A-R16-C13
958	6118	0.15658711997384767	AT23998-A138956A-R14-C57	AT23998-A138956A-R14-C65
1981	6150	0.3221138211382114	AT23998-A138956A-R14-C57	AT23998-A138956A-R15-C09
1318	6157	0.21406529153808673	AT23998-A138956A-R14-C57	AT23998-A138956A-R15-C10
5200	6178	0.8416963418582065	AT23998-A138956A-R14-C57	AT23998-A138956A-R15-C39
582	6135	0.09486552567237164	AT23998-A138956A-R14-C57	AT23998-A138956A-R16-C13
1882	6127	0.30716500734454055	AT23998-A138956A-R14-C65	AT23998-A138956A-R15-C09
1340	6137	0.21834772690239532	AT23998-A138956A-R14-C65	AT23998-A138956A-R15-C10
5161	6181	0.8349781588739686	AT23998-A138956A-R14-C65	AT23998-A138956A-R15-C39
1078	6143	0.17548429106299854	AT23998-A138956A-R14-C65	AT23998-A138956A-R16-C13
2249	6155	0.3653939886271324	AT23998-A138956A-R15-C09	AT23998-A138956A-R15-C10
5305	6182	0.8581365253963119	AT23998-A138956A-R15-C09	AT23998-A138956A-R15-C39
1916	6136	0.3122555410691004	AT23998-A138956A-R15-C09	AT23998-A138956A-R16-C13
5236	6178	0.8475234703787633	AT23998-A138956A-R15-C10	AT23998-A138956A-R15-C39
1081	6159	0.17551550576392272	AT23998-A138956A-R15-C10	AT23998-A138956A-R16-C13
5208	6182	0.8424458104173407	AT23998-A138956A-R15-C39	AT23998-A138956A-R16-C13
